index,"movie","name","point"
145,"주먹왕 랄프 2: 인터넷 속으로","hjuj****","9"
146,"피아니스트","para****","10"
147,"어덜트 월드","kiss****","6"
148,"뺑반","ghkd****","10"
149,"뺑반","gmwl****","2"
150,"극한직업","dudm****","8"
151,"러브 유어셀프 인 서울","meik****","10"
152,"뺑반","that****","2"
153,"극한직업","isin****","10"
154,"뺑반","ekrx****","10"
155,"뺑반","zhan****","10"
156,"드래곤 길들이기 3","tprl****","10"
157,"뺑반","ohtj****","7"
158,"언더독","wwws****","10"
159,"극한직업","kimh****","10"
160,"범블비","rlar****","10"
161,"드래곤 길들이기 3","svtc****","10"
162,"뺑반","dotn****","2"
163,"극한직업","toto****","8"
164,"말모이","powe****","10"
165,"미쓰백","eeee****","10"
166,"보헤미안 랩소디","3436****","10"
167,"드래곤 길들이기 3","joja****","10"
168,"범죄도시","1a00****","4"
169,"남자가 사랑할 때","gksq****","10"
170,"극한직업","joke****","10"
171,"말모이","nice****","10"
172,"극한직업","sony****","10"
173,"신비한 동물들과 그린델왈드의 범죄","isin****","8"
174,"말모이","rlgu****","10"
175,"뺑반","yuki****","6"
176,"러브 유어셀프 인 서울","ah12****","10"
177,"신과함께-인과 연","tkdw****","8"
178,"뺑반","beau****","10"
179,"뺑반","sly1****","5"
180,"500일의 썸머","maey****","6"
181,"드래곤 길들이기 3","aksu****","10"
182,"극한직업","deab****","10"
183,"극한직업","bhsc****","10"
184,"보헤미안 랩소디","tkdw****","8"
185,"불한당: 나쁜 놈들의 세상","lara****","9"
186,"극한직업","fbch****","10"
187,"뺑반","ysi7****","10"
188,"그린 북","sita****","10"
189,"아쿠아맨","itea****","8"
190,"극한직업","rksw****","10"
191,"부도리의 꿈","xx41****","5"
192,"몬스터 파크","dudu****","1"
193,"뺑반","yong****","10"
194,"드래곤 길들이기 3","ksm7****","10"
195,"뺑반","tony****","8"
196,"뺑반","soye****","10"
197,"극한직업","kime****","10"
198,"뺑반","gaor****","8"
199,"해리 포터와 혼혈 왕자","dok6****","10"
0,"암수살인","ssun****","8"
1,"아쿠아맨","rokm****","1"
2,"드래곤 길들이기 3","gari****","10"
3,"침묵","rndy****","2"
4,"드래곤 길들이기 3","polh****","7"
5,"보헤미안 랩소디","ssun****","10"
6,"드래곤 길들이기 3","drea****","10"
7,"드래곤 길들이기 3","vffl****","10"
8,"뺑반","lott****","10"
9,"말모이","ssun****","8"
10,"드래곤 길들이기 3","eiml****","10"
11,"극한직업","ssun****","10"
12,"텐텐","hous****","6"
13,"드래곤 길들이기 3","tmfr****","9"
14,"극한직업","newc****","10"
15,"해리 포터와 혼혈 왕자","u2by****","1"
16,"쇼생크 탈출","kell****","10"
17,"극한직업","hany****","10"
18,"동창회의 목적: 더 비기닝","haha****","10"
19,"뺑반","nymo****","9"
20,"극한직업","dude****","10"
21,"극한직업","wltn****","10"
22,"뺑반","thor****","5"
23,"어거스트 러쉬","nol9****","10"
24,"드래곤 길들이기 3","kckz****","9"
25,"뺑반","jumi****","10"
26,"뺑반","luke****","6"
27,"말모이","godl****","10"
28,"붉은 거북","yymm****","10"
29,"극한직업","hsju****","10"
30,"극한직업","cciy****","8"
31,"스파이더맨","love****","10"
32,"극한직업","bbb4****","10"
33,"드래곤 길들이기 3","youb****","10"
34,"드래곤 길들이기 3","iank****","8"
35,"극한직업","spor****","10"
36,"광해, 왕이 된 남자","hyk3****","10"
37,"성난황소","p796****","8"
38,"스카이스크래퍼","leeg****","10"
39,"극한직업","daun****","10"
40,"드래곤 길들이기 3","calm****","10"
41,"뺑반","jenn****","7"
42,"극한직업","aiba****","10"
43,"서치","deju****","10"
44,"드래곤 길들이기 3","kimt****","10"
45,"골드","thdc****","9"
46,"악마를 보았다","tjad****","10"
47,"아쿠아맨","ldh2****","10"
48,"극한직업","znzn****","10"
49,"러브 유어셀프 인 서울","chld****","10"
50,"붉은 거북","nalu****","10"
51,"말모이","na33****","10"
52,"뺑반","kmg3****","10"
53,"극한직업","qpal****","10"
54,"극한직업","fftp****","8"
55,"뺑반","bass****","10"
56,"보헤미안 랩소디","fc84****","5"
57,"상류사회","pppq****","2"
58,"극한직업","asd1****","10"
59,"블랙 팬서","char****","8"
60,"극한직업","qoeo****","10"
61,"드래곤 길들이기 3","ni3u****","10"
62,"드래곤 길들이기 3","ti1e****","10"
63,"뺑반","alfl****","10"
64,"가버나움","tjsl****","10"
65,"식스 센스","rabb****","10"
66,"드래곤 길들이기 3","sphe****","10"
67,"극한직업","liay****","8"
68,"주먹왕 랄프 2: 인터넷 속으로","dens****","10"
69,"너의 결혼식","pakr****","4"
70,"주먹왕 랄프 2: 인터넷 속으로","wlsl****","9"
71,"국가부도의 날","prog****","10"
72,"붉은 거북","igso****","2"
73,"내안의 그놈","dhoe****","10"
74,"극한직업","dens****","9"
75,"뺑반","inel****","10"
76,"뺑반","kjle****","8"
77,"뺑반","dens****","1"
78,"극한직업","jeon****","10"
79,"뺑반","jplo****","8"
80,"잉여들의 히치하이킹","poli****","10"
81,"극한직업","araj****","10"
82,"극한직업","east****","10"
83,"극한직업","kchi****","10"
84,"드래곤 길들이기 3","oiyw****","9"
85,"극한직업","sh09****","10"
86,"극한직업","ms00****","10"
87,"붉은 거북","yido****","10"
88,"붉은 거북","fouc****","10"
89,"유전","kanz****","7"
90,"극한직업","pop8****","8"
91,"거짓말","3332****","8"
92,"드래곤 길들이기 3","rkgm****","10"
93,"후드","writ****","5"
94,"뺑반","nleo****","9"
95,"뺑반","woni****","4"
96,"극비수사","stra****","10"
97,"러브 유어셀프 인 서울","neo-****","10"
98,"베테랑","kim0****","10"
99,"드래곤 길들이기 3","hj_7****","10"
100,"뺑반","cvcv****","1"
101,"미션 임파서블: 폴아웃","hjpp****","9"
102,"극한직업","dbst****","10"
103,"붉은 거북","hk35****","10"
104,"뺑반","fanf****","10"
105,"모털 엔진","akst****","8"
106,"언더독","jjan****","1"
107,"내안의 그놈","rkgu****","10"
108,"내안의 그놈","popo****","10"
109,"폴리스 스파이","mcze****","10"
110,"퓨리","yong****","10"
111,"더 테러 라이브","jayz****","10"
112,"뺑반","araj****","4"
113,"극한직업","okbi****","8"
114,"타워","lsc1****","10"
115,"오이시맨","hous****","9"
116,"극한직업","ryoo****","10"
117,"극한직업","sksr****","10"
118,"붉은 거북","ensu****","10"
119,"보헤미안 랩소디","hjpp****","10"
120,"극한직업","duna****","2"
121,"극한직업","atye****","2"
122,"드래곤 길들이기 3","kjyc****","10"
123,"아쿠아맨","wyst****","10"
124,"필라델피아","win0****","10"
125,"메트로폴리스","asta****","10"
126,"붉은 거북","free****","8"
127,"몬스터 파크","gusw****","1"
128,"주먹왕 랄프 2: 인터넷 속으로","pp10****","10"
129,"말모이","pp10****","8"
130,"극한직업","wlsd****","10"
131,"뺑반","7015****","4"
132,"불량 공주 모모코","rvde****","10"
133,"일일시호일","ubin****","10"
134,"극한직업","jhim****","1"
135,"너의 췌장을 먹고 싶어","dct0****","10"
136,"PMC: 더 벙커","juny****","1"
137,"아쿠아맨","gtr9****","10"
138,"드래곤 길들이기 3","arcu****","10"
139,"뺑반","jkyt****","4"
140,"보헤미안 랩소디","syon****","10"
141,"극한직업","nanr****","9"
142,"스윙키즈","dhdl****","10"
143,"극한직업","ssjh****","10"
144,"너의 결혼식","pete****","10"
145,"밤은 짧아 걸어 아가씨야","psbo****","9"
146,"원티드","sung****","8"
147,"배드 지니어스","dct0****","9"
148,"극한직업","seos****","10"
149,"말모이","popo****","1"
150,"불량소녀, 너를 응원해!","dct0****","10"
151,"도어락","p_je****","6"
152,"극한직업","ourc****","10"
153,"극한직업","jiny****","8"
154,"극한직업","toma****","10"
155,"뺑반","asal****","10"
156,"범블비","hn00****","8"
157,"드래곤 길들이기 3","uvdt****","10"
158,"스타 이즈 본","kimj****","10"
159,"상류사회","vkor****","1"
160,"드래곤 길들이기 3","happ****","8"
161,"뺑반","babe****","10"
162,"스윙키즈","rkaw****","10"
163,"뺑반","fill****","7"
164,"모털 엔진","kkhd****","10"
165,"드래곤 길들이기 3","fill****","8"
166,"뺑반","gold****","1"
167,"드래곤 길들이기 3","tokk****","10"
168,"내안의 그놈","gger****","10"
169,"뺑반","mygi****","4"
170,"뺑반","glov****","10"
171,"극한직업","108g****","10"
172,"극한직업","hyko****","10"
173,"뺑반","rudr****","10"
174,"미래의 미라이","mjku****","7"
175,"딥","onio****","3"
176,"극한직업","hope****","10"
177,"극한직업","tang****","9"
178,"극한직업","shch****","10"
179,"뺑반","styn****","10"
180,"뺑반","styn****","10"
181,"PMC: 더 벙커","tomm****","2"
182,"드래곤 길들이기 3","park****","10"
183,"콘트라밴드","dela****","7"
184,"극한직업","desi****","10"
185,"뺑반","avec****","8"
186,"극한직업","leun****","10"
187,"뺑반","au97****","10"
188,"뺑반","sumj****","5"
189,"퍼스트맨","pkc3****","10"
190,"극한직업","love****","10"
191,"극한직업","cvbn****","10"
192,"어거스트 러쉬","kimw****","8"
193,"드래곤 길들이기 3","nami****","10"
194,"뺑반","knig****","10"
195,"드래곤 길들이기 3","als-****","10"
196,"너의 결혼식","tom4****","10"
197,"미스트","yjsy****","4"
198,"뺑반","jhw2****","10"
199,"극한직업","2020****","10"
0,"뺑반","piar****","6"
1,"존 윅 - 리로드","kigu****","10"
2,"극한직업","sora****","10"
3,"뺑반","tmdd****","4"
4,"존 윅","kigu****","10"
5,"뺑반","lyhm****","10"
6,"베이비 드라이버","gich****","7"
7,"드래곤 길들이기 3","mai1****","10"
8,"드래곤 길들이기 2","sehe****","10"
9,"드래곤 길들이기 3","ecqa****","10"
10,"극한직업","love****","10"
11,"드래곤 길들이기 3","mmzi****","10"
12,"나비 효과","neo4****","10"
13,"붉은 거북","clov****","10"
14,"뺑반","heal****","2"
15,"드래곤 길들이기 3","jm0h****","10"
16,"드래곤 길들이기 3","rkgm****","10"
17,"뺑반","reo0****","1"
18,"드래곤 길들이기","sehe****","10"
19,"해리 포터와 마법사의 돌","bat5****","10"
20,"극한직업","chun****","10"
21,"극한직업","rauf****","10"
22,"뺑반","hans****","10"
23,"극한직업","tats****","4"
24,"드래곤 길들이기 3","rhtm****","10"
25,"극한직업","boni****","10"
26,"투 마더스","ghkd****","10"
27,"메가로돈","whal****","2"
28,"밤은 짧아 걸어 아가씨야","psbo****","8"
29,"뺑반","mibo****","10"
30,"극한직업","rhtm****","10"
31,"극한직업","lcw4****","10"
32,"트와이스랜드","j5ac****","1"
33,"뺑반","jmhj****","10"
34,"뺑반","radi****","1"
35,"극한직업","qkre****","10"
36,"보헤미안 랩소디","bigt****","10"
37,"극한직업","bigt****","8"
38,"내안의 그놈","ato0****","1"
39,"보헤미안 랩소디","dbfl****","10"
40,"러브 유어셀프 인 서울","beau****","10"
41,"베일리 어게인","jjmm****","10"
42,"드래곤 길들이기 3","jung****","10"
43,"극한직업","twee****","10"
44,"드래곤 길들이기 3","tom2****","10"
45,"뺑반","pji0****","10"
46,"뺑반","jong****","10"
47,"극한직업","baes****","6"
48,"뺑반","zz88****","6"
49,"뺑반","ehrw****","10"
50,"뺑반","cybe****","6"
51,"가버나움","laws****","10"
52,"드래곤 길들이기 3","bobo****","10"
53,"드래곤 길들이기 3","arch****","10"
54,"드래곤 길들이기 3","ehdg****","10"
55,"뺑반","doli****","1"
56,"보헤미안 랩소디","bviv****","8"
57,"극한직업","seot****","1"
58,"목격자","mine****","8"
59,"우드잡","dra1****","7"
60,"그린 북","susu****","10"
61,"드래곤 길들이기 3","kmkk****","8"
62,"극한직업","your****","10"
63,"뺑반","jeon****","8"
64,"도어락","live****","7"
65,"불량 공주 모모코","con1****","8"
66,"극한직업","qkdw****","10"
67,"극한직업","kjr0****","10"
68,"콘 에어","gich****","9"
69,"극한직업","dnle****","7"
70,"범블비","jang****","10"
71,"말모이","pete****","10"
72,"뺑반","6262****","10"
73,"러브 유어셀프 인 서울","j3ac****","10"
74,"극한직업","shdr****","10"
75,"뺑반","amus****","8"
76,"뺑반","wkwk****","6"
77,"내! 아바디 오마니","juck****","10"
78,"서치","choi****","10"
79,"극한직업","chaj****","2"
80,"극한직업","666m****","10"
81,"나의 마지막 수트","happ****","10"
82,"뺑반","sy10****","8"
83,"링컨 차를 타는 변호사","jmhr****","9"
84,"뺑반","choc****","10"
85,"극한직업","jin0****","2"
86,"뻐꾸기 둥지 위로 날아간 새","woxn****","10"
87,"뺑반","ljy0****","10"
88,"드래곤 길들이기 3","dlwn****","10"
89,"뺑반","whdg****","5"
90,"드래곤 길들이기 3","dlx0****","10"
91,"극한직업","btsu****","10"
92,"극한직업","ssk0****","10"
93,"해바라기","hous****","10"
94,"드래곤 길들이기 3","zxfn****","10"
95,"신과함께-인과 연","ssun****","10"
96,"드래곤 길들이기 3","zvcv****","10"
97,"드래곤 길들이기 3","6csq****","10"
98,"가버나움","eunb****","10"
99,"암수살인","ssun****","8"
100,"아쿠아맨","rokm****","1"
101,"드래곤 길들이기 3","gari****","10"
102,"침묵","rndy****","2"
103,"드래곤 길들이기 3","polh****","7"
104,"보헤미안 랩소디","ssun****","10"
105,"드래곤 길들이기 3","drea****","10"
106,"드래곤 길들이기 3","vffl****","10"
107,"뺑반","lott****","10"
108,"말모이","ssun****","8"
109,"드래곤 길들이기 3","eiml****","10"
110,"극한직업","ssun****","10"
111,"텐텐","hous****","6"
112,"드래곤 길들이기 3","tmfr****","9"
113,"극한직업","newc****","10"
114,"해리 포터와 혼혈 왕자","u2by****","1"
115,"쇼생크 탈출","kell****","10"
116,"극한직업","hany****","10"
117,"동창회의 목적: 더 비기닝","haha****","10"
118,"뺑반","nymo****","9"
119,"극한직업","dude****","10"
120,"극한직업","wltn****","10"
121,"뺑반","thor****","5"
122,"어거스트 러쉬","nol9****","10"
123,"드래곤 길들이기 3","kckz****","9"
124,"뺑반","jumi****","10"
125,"뺑반","luke****","6"
126,"말모이","godl****","10"
127,"붉은 거북","yymm****","10"
128,"극한직업","hsju****","10"
129,"극한직업","cciy****","8"
130,"극한직업","cciy****","8"
131,"스파이더맨","love****","10"
132,"극한직업","bbb4****","10"
133,"드래곤 길들이기 3","youb****","10"
134,"드래곤 길들이기 3","iank****","8"
135,"극한직업","spor****","10"
136,"광해, 왕이 된 남자","hyk3****","10"
137,"성난황소","p796****","8"
138,"스카이스크래퍼","leeg****","10"
139,"극한직업","daun****","10"
140,"드래곤 길들이기 3","calm****","10"
141,"뺑반","jenn****","7"
142,"극한직업","aiba****","10"
143,"서치","deju****","10"
144,"드래곤 길들이기 3","kimt****","10"
145,"골드","thdc****","9"
146,"악마를 보았다","tjad****","10"
147,"아쿠아맨","ldh2****","10"
148,"극한직업","znzn****","10"
149,"러브 유어셀프 인 서울","chld****","10"
150,"붉은 거북","nalu****","10"
151,"말모이","na33****","10"
152,"뺑반","kmg3****","10"
153,"극한직업","qpal****","10"
154,"극한직업","fftp****","8"
155,"뺑반","bass****","10"
156,"보헤미안 랩소디","fc84****","5"
157,"상류사회","pppq****","2"
158,"극한직업","asd1****","10"
159,"블랙 팬서","char****","8"
160,"극한직업","qoeo****","10"
161,"드래곤 길들이기 3","ni3u****","10"
162,"드래곤 길들이기 3","ti1e****","10"
163,"뺑반","alfl****","10"
164,"가버나움","tjsl****","10"
165,"식스 센스","rabb****","10"
166,"드래곤 길들이기 3","sphe****","10"
167,"극한직업","liay****","8"
168,"주먹왕 랄프 2: 인터넷 속으로","dens****","10"
169,"너의 결혼식","pakr****","4"
170,"주먹왕 랄프 2: 인터넷 속으로","wlsl****","9"
171,"국가부도의 날","prog****","10"
172,"붉은 거북","igso****","2"
173,"내안의 그놈","dhoe****","10"
174,"극한직업","dens****","9"
175,"뺑반","inel****","10"
176,"뺑반","kjle****","8"
177,"뺑반","dens****","1"
178,"극한직업","jeon****","10"
179,"뺑반","jplo****","8"
180,"잉여들의 히치하이킹","poli****","10"
181,"극한직업","araj****","10"
182,"극한직업","east****","10"
183,"극한직업","kchi****","10"
184,"드래곤 길들이기 3","oiyw****","9"
185,"극한직업","sh09****","10"
186,"극한직업","ms00****","10"
187,"붉은 거북","yido****","10"
188,"붉은 거북","fouc****","10"
189,"유전","kanz****","7"
190,"극한직업","pop8****","8"
191,"거짓말","3332****","8"
192,"드래곤 길들이기 3","rkgm****","10"
193,"후드","writ****","5"
194,"뺑반","nleo****","9"
195,"뺑반","woni****","4"
196,"극비수사","stra****","10"
197,"러브 유어셀프 인 서울","neo-****","10"
198,"베테랑","kim0****","10"
199,"드래곤 길들이기 3","hj_7****","10"
0,"그린 북","suri****","5"
1,"극한직업","junn****","2"
2,"극한직업","aszx****","10"
3,"뺑반","ghhb****","1"
4,"극한직업","baej****","10"
5,"극한직업","cpyp****","10"
6,"언니","cs3p****","2"
7,"극한직업","tmdg****","8"
8,"극한직업","ghkd****","4"
9,"말모이","asmm****","10"
10,"극한직업","bery****","10"
11,"극한직업","dlfs****","10"
12,"러브 유어셀프 인 서울","mylk****","10"
13,"뺑반","kyo0****","10"
14,"아쿠아맨","male****","10"
15,"극한직업","say0****","10"
