,movie,name,point
7287,토르: 라그나로크,hdk0****,7
7288,글래스,viol****,10
7289,내안의 그놈,godl****,6
7290,그린 북,opas****,10
7291,그대 이름은 장미,cvcv****,1
7292,구스 베이비,ljry****,10
7293,내안의 그놈,lemo****,9
7294,마약왕,pyg8****,1
7295,글래스,ydhs****,10
7296,인크레더블 2,ejrt****,10
7297,닥터 스트레인지,hdk0****,9
7298,아쿠아맨,ejrt****,10
7299,언더독,boy2****,1
7300,미래의 미라이,asal****,10
7301,보헤미안 랩소디,pck1****,10
7302,말모이,pcnp****,1
7303,극장판 공룡메카드: 타이니소어의 섬,bbas****,6
7304,더 파이브,sind****,7
7305,미래의 미라이,dhu5****,10
7306,글래스,taes****,1
7307,내안의 그놈,mj05****,10
7308,미래의 미라이,geon****,10
7309,내안의 그놈,ejrt****,8
7310,말모이,rnan****,10
7311,언니,mcso****,1
7312,말모이,wjdt****,10
7313,글래스,tetr****,10
7314,아포칼립토,moon****,10
7315,글래스,lett****,2
7316,뱅크 잡,lego****,9
7317,23 아이덴티티,kgnk****,6
7318,언니,toug****,1
7319,내안의 그놈,dhco****,10
7320,투 프렌즈,cher****,8
7321,암수살인,lsy1****,7
7322,넘버원 전화사기단,nang****,6
7323,그린 북,arjj****,10
7324,미래의 미라이,cs00****,6
7325,내안의 그놈,gong****,10
7326,완벽한 타인,lsy1****,10
7327,주먹왕 랄프 2: 인터넷 속으로,seaz****,10
7328,일일시호일,dong****,9
7329,주먹왕 랄프 2: 인터넷 속으로,sft2****,9
7330,주먹왕 랄프 2: 인터넷 속으로,craz****,10
7331,극장판 공룡메카드: 타이니소어의 섬,bcek****,7
7332,일일시호일,ukcl****,10
7333,내안의 그놈,wjdd****,10
7334,아쿠아맨,ghdr****,6
7335,내안의 그놈,9029****,10
7336,글래스,doda****,10
7337,내안의 그놈,qtec****,10
7338,극장판 공룡메카드: 타이니소어의 섬,pyk8****,10
7339,말모이,hyei****,10
7340,내안의 그놈,b446****,8
7341,말모이,co78****,10
7342,말모이,xnao****,10
7343,글래스,lgt0****,10
7344,아쿠아맨,bhd0****,9
7345,루시아,iceb****,9
7346,스나이퍼: 특수작전부대,junt****,1
7347,글래스,poto****,10
7348,내안의 그놈,jjj8****,10
7349,말모이,poin****,4
7350,그린 북,msy2****,10
7351,헐크,hero****,10
7352,말모이,skw6****,10
7353,보헤미안 랩소디,ocea****,9
7354,주먹왕 랄프 2: 인터넷 속으로,1028****,10
7355,레고 무비,gich****,10
7356,글래스,srie****,8
7357,말모이,rayo****,10
7358,언브레이커블,pssj****,10
7359,내안의 그놈,rayo****,10
7360,말모이,4885****,10
7361,글래스,iams****,9
7362,글래스,jipa****,8
7363,글래스,eilo****,1
7364,글래스,juhy****,10
7365,글래스,knig****,10
7366,언더독,vs1p****,10
7367,글래스,sukj****,10
7368,아쿠아맨,popo****,10
7369,언더독,mfzj****,10
7370,글래스,hoya****,8
7371,그린 북,rntk****,9
7372,스윙키즈,sook****,10
7373,언더독,xulp****,10
7374,언더독,cpse****,10
7375,말모이,warb****,10
7376,말모이,sjw0****,8
7377,글래스,qjar****,1
7378,베놈,ligh****,10
7379,글래스,kdkd****,8
7380,내안의 그놈,hws6****,6
7381,"광해, 왕이 된 남자",ppar****,10
7382,글래스,pssj****,10
7383,글래스,woo5****,10
7384,말모이,dotk****,10
7385,글래스,deas****,6
7386,글래스,riae****,10
7387,말모이,your****,10
7388,스윙키즈,posk****,1
7389,언더독,1110****,10
7390,글래스,91bw****,5
7391,주먹왕 랄프 2: 인터넷 속으로,reda****,10
7392,글래스,djs0****,1
7393,분노의 질주: 더 익스트림,nkun****,10
7394,글래스,dotn****,8
7395,내안의 그놈,suve****,1
7396,미래의 미라이,junm****,1
7397,나의 결혼 원정기,drea****,1
7398,언더독,cake****,10
7399,글래스,xogh****,5
7400,미래의 미라이,kani****,10
7401,말모이,kdh_****,10
7402,말모이,gain****,10
7403,우리의 20세기,jamy****,7
7404,말모이,fewe****,10
7405,보헤미안 랩소디,ggga****,9
7406,미래의 미라이,shhh****,10
7407,더 독,fire****,5
7408,내안의 그놈,leej****,8
7409,아쿠아맨,tmdv****,10
7410,글래스,dnfm****,10
7411,말모이,kysj****,10
7412,언더독,capj****,10
7413,미래의 미라이,0118****,10
7414,미래의 미라이,dudw****,10
7415,미래의 미라이,sims****,1
7416,언더독,mati****,10
7417,미래의 미라이,cmme****,10
7418,언더독,suba****,10
7419,글래스,9393****,10
7420,글래스,dyh9****,10
7421,글래스,skyr****,10
7422,글래스,duck****,10
7423,목격자,cusi****,8
7424,글래스,pa06****,10
7425,겟 아웃,dmsw****,10
7426,그린 북,lyo0****,10
7427,글래스,theb****,10
7428,언더독,mach****,10
7429,내안의 그놈,ehow****,8
7430,글래스,flar****,10
7431,글래스,book****,10
7432,말모이,thqu****,7
7433,그대 이름은 장미,chom****,10
7434,인생 후르츠,gina****,8
7435,내 머리 속의 지우개,purp****,10
7436,그린 북,mail****,10
7437,말모이,bbc2****,10
7438,미래의 미라이,higo****,9
7439,내안의 그놈,fttc****,10
7440,언니,jiji****,10
7441,말모이,chul****,10
7442,주먹왕 랄프 2: 인터넷 속으로,ysl2****,10
7443,말모이,kbgy****,10
7444,말모이,jiji****,10
7445,내안의 그놈,hun3****,2
7446,±Û·¡½º,ho12****,10
7447,±¸½º º£ÀÌºñ,aclp****,10
7448,³»¾ÈÀÇ ±×³ğ,baek****,10
7449,¹Ì·¡ÀÇ ¹Ì¶óÀÌ,ailu****,10
7450,³»¾ÈÀÇ ±×³ğ,jiji****,8
7451,¹Ì·¡ÀÇ ¹Ì¶óÀÌ,kthf****,10
7452,¹Ì·¡ÀÇ ¹Ì¶óÀÌ,tpgm****,4
7453,±Û·¡½º,hapo****,10
7454,ÇåÅÍ Å³·¯,char****,1
7455,¹üºíºñ,gmlw****,10
7456,아쿠아맨,wdh8****,7
7457,천년여우 여우비,prin****,10
7458,해피 데스데이,jjin****,10
7459,미래의 미라이,rokk****,10
7460,글래스,ibkp****,4
7461,주먹왕 랄프 2: 인터넷 속으로,gomt****,10
7462,글래스,berz****,7
7463,8 마일,suns****,10
7464,화이 : 괴물을 삼킨 아이,kkhk****,9
7465,말모이,hlee****,1
7466,언더독,oqqd****,10
7467,글래스,usoo****,8
7468,극장판 공룡메카드: 타이니소어의 섬,mso2****,10
7469,왕이 될 아이,juwo****,10
7470,스파이더맨: 홈커밍,yunu****,10
7471,언더독,pirt****,10
7472,완벽한 타인,wldn****,8
7473,내안의 그놈,yuru****,10
7474,글래스,jdky****,2
7475,보헤미안 랩소디,gusq****,8
7476,글래스,boba****,9
7477,글래스,mago****,10
7478,글래스,sos1****,10
7479,글래스,cd13****,10
7480,미래의 미라이,ttpr****,4
7481,글래스,cara****,9
7482,주먹왕 랄프 2: 인터넷 속으로,webw****,9
7483,말모이,pian****,10
7484,미스 페티그루의 어느 특별한 하루,4569****,10
7485,미래의 미라이,dbst****,1
7486,미래의 미라이,burn****,10
7487,퍼스트맨,wins****,4
7488,오션스8,wiss****,1
7489,글래스,ckfm****,9
7490,번 더 스테이지: 더 무비,jml7****,10
7491,미쓰 와이프,gds2****,10
7492,글래스,13ek****,8
7493,글래스,arrc****,2
7494,아쿠아맨,iamj****,8
7495,내안의 그놈,kkc0****,10
7496,인생 후르츠,dall****,10
7497,글래스,heec****,10
7498,미래의 미라이,fox0****,2
7499,글래스,fuck****,10
7500,글래스,rapg****,10
7501,도어락,ikm1****,6
7502,보헤미안 랩소디,tilb****,10
7503,내안의 그놈,dffd****,6
7504,다빈치 코드,dyki****,5
7505,주먹왕 랄프 2: 인터넷 속으로,miju****,8
7506,범블비,lvas****,10
7507,미래의 미라이,croi****,10
7508,내안의 그놈,chld****,10
7509,런닝맨 : 풀룰루의 역습,koch****,8
7510,내 첫사랑을 너에게 바친다,yuri****,10
7511,글래스,wjdr****,6
7512,아이스 에이지 3: 공룡시대,dyki****,6
7513,미래의 미라이,beau****,10
7514,미래의 미라이,gins****,10
7515,메이트,silv****,7
7516,글래스,dlat****,9
7517,완벽한 타인,cale****,10
7518,리얼,limj****,1
7519,내안의 그놈,gksk****,1
7520,점박이 한반도의 공룡2 : 새로운 낙원,ohns****,10
7521,1987,mind****,10
7522,주먹왕 랄프 2: 인터넷 속으로,rail****,7
7523,그대 이름은 장미,carp****,2
7524,브루스 올마이티,dyki****,6
7525,왕이 될 아이,lang****,8
7526,극장판 공룡메카드: 타이니소어의 섬,call****,10
7527,글래스,face****,10
7528,글래스,euny****,9
7529,말모이,nntm****,10
7530,보헤미안 랩소디,gnam****,10
7531,그린 랜턴: 반지의 선택,sklo****,1
7532,그대 이름은 장미,min1****,10
7533,리바이어던,dltl****,8
7534,설국열차,bkll****,1
7535,언더독,ukq1****,10
7536,맥베스,dltl****,8
7537,언더독,dyhy****,10
7538,언더독,mmzi****,10
7539,그레이트 뷰티,dltl****,9
7540,글래스,rock****,3
7541,언더월드: 블러드 워,hito****,4
7542,보헤미안 랩소디,cafe****,10
7543,주먹왕 랄프 2: 인터넷 속으로,leej****,4
7544,글래스,cgq0****,10
7545,강철비,kan1****,1
7546,우행록: 어리석은 자의 기록,athe****,8
7547,컨택트,hyo0****,10
7548,일일시호일,glow****,10
7549,나의 소녀시대,milk****,4
7550,토르: 라그나로크,dlck****,10
7551,모털 엔진,cow1****,10
7552,산이 울다,milk****,7
7553,스파이더맨: 뉴 유니버스,okju****,6
7554,번 더 스테이지: 더 무비,eric****,10
7555,범죄도시,park****,10
7556,언니,7606****,1
7557,내안의 그놈,ahna****,1
7558,변호인,kan1****,10
7559,언니,69hm****,1
7560,그린 북,temp****,10
7561,극장판 헬로카봇 : 백악기 시대,syhw****,9
7562,리벤져,bloo****,8
7563,말모이,yh2g****,10
7564,보헤미안 랩소디,dhtk****,10
7565,글래스,qkrw****,1
7566,점박이 한반도의 공룡2 : 새로운 낙원,syhw****,10
7567,말모이,nam1****,10
7568,극장판 공룡메카드: 타이니소어의 섬,j807****,10
7569,조용한 세상,drea****,1
7570,글래스,qkqh****,1
7571,그라인드하우스,frie****,10
7572,내안의 그놈,yws3****,9
7573,스윙키즈,qhal****,10
7574,그린 북,tmdw****,10
7575,그대 이름은 장미,rlad****,1
7576,뫼비우스,pont****,1
7577,내안의 그놈,lyj2****,10
7578,미래의 미라이,ddoi****,1
7579,그린 북,7gol****,10
7580,극장판 공룡메카드: 타이니소어의 섬,reds****,10
7581,언니,hiph****,1
7582,범블비,myco****,6
7583,미래의 미라이,k279****,4
7584,미래의 미라이,tanz****,10
7585,하늘을 걷는 남자,ldu7****,10
7586,글래스,trus****,8
7587,아쿠아맨,uc51****,4
7588,그대 이름은 장미,anty****,10
7589,발레리안: 천 개 행성의 도시,jw99****,1
7590,말모이,gpsw****,6
7591,퍼스트맨,came****,10
7592,에이리언,pont****,9
7593,글래스,kckz****,7
7594,그린치,rudt****,8
7595,극장판 공룡메카드: 타이니소어의 섬,runb****,10
7596,말모이,s2ey****,10
7597,리즈와 파랑새,1231****,10
7598,해피 투게더,rlaf****,10
7599,글래스,qazw****,2
7600,말모이,dog6****,10
7601,헌터 킬러,wjdd****,8
7602,스윙키즈,hale****,10
7603,마약왕,dkdl****,2
7604,말모이,dbwl****,10
7605,글래스,tkek****,8
7606,어쌔신 크리드,hobi****,7
7607,PMC: 더 벙커,pet2****,6
7608,그대 이름은 장미,mcje****,10
7609,손님,kilk****,6
7610,그대 이름은 장미,ghkd****,9
7611,내안의 그놈,hhhh****,10
7612,아쿠아맨,pet2****,8
7613,내안의 그놈,wy85****,10
7614,미래의 미라이,yeon****,2
7615,미래의 미라이,dlgy****,10
7616,말모이,tlsa****,4
7617,마약왕,pont****,4
7618,미래의 미라이,whdu****,1
7619,23 아이덴티티,iiva****,6
7620,언더독,sang****,10
7621,마음이...,cyni****,10
7622,언더독,dkfk****,10
7623,말모이,the9****,10
7624,리벤져,balg****,1
7625,미래의 미라이,cole****,3
7626,스파이더맨: 뉴 유니버스,ffks****,10
7627,말모이,come****,10
7628,그대 이름은 장미,smjc****,10
7629,미래의 미라이,kcsw****,10
7630,그대 이름은 장미,0207****,1
7631,내안의 그놈,pkc3****,7
7632,미래의 미라이,rwd9****,10
7633,글래스,wlwh****,10
7634,미래의 미라이,bass****,10
7635,8 마일,ehdn****,10
7636,미래의 미라이,rieo****,10
7637,주먹왕 랄프 2: 인터넷 속으로,suye****,7
7638,피닉스,zxc1****,4
7639,글래스,yuns****,8
7640,암수살인,mins****,10
7641,언니,neox****,1
7642,글래스,lee1****,10
7643,범블비,isp1****,10
7644,범블비,kwan****,10
7645,주먹왕 랄프 2: 인터넷 속으로,sati****,8
7646,미래의 미라이,nath****,4
7647,글래스,brya****,10
7648,더 서치,hi_s****,9
7649,가디언즈 오브 갤럭시 VOL. 2,exdi****,10
7650,50가지 그림자: 해방,jann****,10
7651,언니,syke****,9
7652,죠스 2,goms****,2
7653,미래의 미라이,drea****,1
7654,딥 블루 씨,goms****,5
7655,이벤트 호라이즌,goms****,5
7656,말모이,soon****,10
7657,마약왕,jong****,1
7658,언더독,hyki****,10
7659,언더독,kayb****,10
7660,주먹왕 랄프 2: 인터넷 속으로,xo10****,9
7661,보헤미안 랩소디,o3om****,10
7662,타이타닉 2,yjoa****,1
7663,PMC: 더 벙커,jong****,1
7664,청춘,maxx****,1
7665,글래스,hscy****,10
7666,말모이,jong****,1
7667,언더독,morn****,10
7668,글래스,fhdl****,10
7669,어벤져스,skdl****,5
7670,말모이,sly1****,8
7671,그대 이름은 장미,okro****,10
7672,제인 도,skyn****,7
7673,내안의 그놈,dlco****,10
7674,그녀가 죽은 밤,skyn****,7
7675,글래스,kim4****,10
7676,말모이,tkdd****,10
7677,글래스,mrme****,9
7678,주먹왕 랄프 2: 인터넷 속으로,taey****,1
7679,글래스,alst****,9
7680,글래스,sgdf****,4
7681,말모이,uyea****,1
7682,베놈,sea9****,7
7683,카메라를 멈추면 안 돼!,blue****,7
7684,아쿠아맨,dlfd****,10
7685,글래스,cvcv****,1
7686,말모이,god0****,10
7687,창궐,sea9****,6
7688,언니,cstr****,2
7689,말모이,twot****,6
7690,스파이더맨: 뉴 유니버스,sea9****,8
7691,글래스,zkvl****,9
7692,콘스탄틴,ofub****,10
7693,보헤미안 랩소디,cher****,10
7694,말모이,sea9****,9
7695,말모이,lksd****,10
7696,미래의 미라이,dkfh****,1
7697,케이크메이커,jsar****,10
7698,언더독,skyb****,1
7699,그대 이름은 장미,yura****,9
7700,메이트,live****,7
7701,내안의 그놈,k3y4****,3
7702,아쿠아맨,winp****,6
7703,말모이,kmyu****,8
7704,왕이 될 아이,dudm****,8
7705,말모이,say2****,10
7706,내안의 그놈,gemd****,10
7707,미래의 미라이,norg****,6
7708,마약왕,sim8****,3
7709,몬태나,godo****,8
7710,내안의 그놈,kang****,10
7711,덕혜옹주,93go****,1
7712,악마를 보았다,yuji****,10
7713,그대 이름은 장미,jeon****,10
7714,안시성,okhj****,8
7715,언니,kang****,5
7716,아쿠아맨,okhj****,7
7717,암수살인,piko****,8
7718,글래스,9521****,7
7719,글래스,cand****,10
7720,말모이,jey4****,10
7721,리벤져,sosi****,1
7722,마약왕,lgd4****,1
7723,글래스,konf****,10
7724,스타 이즈 본,infe****,9
7725,글래스,kmjd****,10
7726,언더독,lego****,10
7727,언니,ligh****,10
7728,내안의 그놈,unsu****,10
7729,마약왕,sasi****,1
7730,내안의 그놈,arde****,10
7731,말모이,sun8****,8
7732,그린 북,sah0****,10
7733,글래스,john****,9
7734,말모이,ppyp****,5
7735,내안의 그놈,miso****,10
7736,보헤미안 랩소디,jenn****,9
7737,말모이,keni****,10
7738,내안의 그놈,the5****,8
7739,내안의 그놈,sua0****,10
7740,아쿠아맨,kavr****,10
7741,콜 미 바이 유어 네임,toky****,1
7742,언니,gldl****,10
7743,말모이,audw****,9
7744,도어락,so10****,6
7745,보헤미안 랩소디,rgmi****,10
7746,언더독,kury****,10
7747,바이올렛 앤 데이지,adiv****,5
7748,말모이,kalt****,1
7749,말모이,bak_****,10
7750,언니,nho1****,4
7751,그랜 토리노,sols****,10
7752,가디언즈 오브 갤럭시 VOL. 2,chon****,10
7753,언니,dbst****,10
7754,베니스 언더그라운드,adiv****,2
7755,할로윈: 살인마의 탄생,adiv****,3
7756,말모이,runj****,10
7757,내안의 그놈,su06****,10
7758,언더독,hjch****,1
7759,언더독,gaem****,10
7760,언더독,mabu****,5
7761,구스 베이비,leej****,8
7762,내안의 그놈,ksjn****,8
7763,보헤미안 랩소디,fool****,9
7764,점박이 한반도의 공룡2 : 새로운 낙원,limh****,9
7765,검우강호,dm14****,10
7766,말모이,92ha****,10
7767,양아치 느와르,zi30****,9
7768,그대 이름은 장미,cjsc****,1
7769,올드보이,hong****,4
7770,내안의 그놈,jin1****,1
7771,말모이,myle****,10
7772,연인,beis****,10
7773,더 독,js2j****,9
7774,언브레이커블,jin5****,8
7775,언니,pwk5****,4
7776,비긴 어게인,juhy****,1
7777,마약왕,airb****,1
7778,국가부도의 날,tjrm****,10
7779,말모이,cent****,8
7780,언니,elbn****,6
7781,해바라기,cuty****,10
7782,극장판 공룡메카드: 타이니소어의 섬,dofk****,10
7783,보헤미안 랩소디,nost****,9
7784,칵테일,ddab****,1
7785,언더독,beau****,8
7786,미래의 미라이,wise****,2
7787,렛 더 선샤인 인,popp****,8
7788,말모이,dlth****,10
7789,마녀,dnig****,10
7790,그린 북,fili****,10
7791,아쿠아맨,phoe****,10
7792,언더독,ghkt****,10
7793,언니,cand****,4
7794,언니,mdzo****,2
7795,언니,bubb****,1
7796,러브 액츄얼리,m79y****,9
7797,판도라,hhy7****,10
7798,터미네이터 2,m79y****,10
7799,오블리비언,sort****,10
7800,내안의 그놈,dung****,6
7801,메가로돈,yher****,4
7802,스타 이즈 본,okso****,6
7803,언더독,goor****,10
7804,내안의 그놈,cyru****,10
7805,마약왕,kleb****,1
7806,말모이,yoon****,10
7807,디파티드,yama****,8
7808,헌터 킬러,hano****,10
7809,안시성,alsg****,10
7810,그래도 내가 하지 않았어,unos****,8
7811,주먹왕 랄프,thgm****,10
7812,그린 북,coff****,10
7813,인 더 더스트,powe****,6
7814,보헤미안 랩소디,hepy****,8
7815,아쿠아맨,shge****,7
7816,보헤미안 랩소디,nona****,10
7817,마녀,mens****,8
7818,아워즈,nkun****,10
7819,내안의 그놈,fdk9****,10
7820,언더독,dew0****,10
7821,7광구,phs4****,2
7822,하울의 움직이는 성,k8ch****,10
7823,베놈,et60****,4
7824,케이브,rhdm****,8
7825,언니,hg11****,1
7826,내안의 그놈,gkfl****,8
7827,메소드,juju****,1
7828,내안의 그놈,k8ch****,9
7829,스파이더맨: 뉴 유니버스,myan****,10
7830,주먹왕 랄프 2: 인터넷 속으로,smac****,10
7831,명당,luke****,6
7832,초콜릿,drei****,10
7833,마약왕,wiz0****,10
7834,삼국-무영자,os_n****,9
7835,7호실,matu****,1
7836,성난황소,pink****,1
7837,언니,sumi****,10
7838,내안의 그놈,dlst****,6
7839,언니,takg****,1
7840,언니,wjst****,2
7841,우리는 동물원을 샀다,kgy8****,10
7842,동네사람들,shak****,8
7843,안시성,minh****,10
7844,챔피언,zzan****,8
7845,언더독,khz8****,10
